"1boy","1男孩"
"jimsdaydreams","吉姆斯白日梦"
"jin (mugenjin)","进(mugenjin)"
"jin (sirius-j)","jin (天狼星-j)"
"jin (xenoblade)","jin (异种之刃)"
"jin akhr","金阿赫尔"
"jin kisaragi","如月仁"
"jin musou","金木偶"
"jin nai","今奈"
"jin rou","金肉"
"jin young-in","金永仁"
"jinako carigiri","jinako carigiri"
"jinbaori","金宝日"
"jinbe (one piece)","神兵（一件）"
"jindai komaki","今代小牧"
"jing hu","京湖"
"jing ke (fate)","荆轲（命运）"
"jingai makyou","京盖魔镜"
"jingai modoki","京盖莫多基"
"jingasa","神格萨"
"jingei (kancolle)","金艺 (kancolle)"
"jingle bell","铃儿响叮当"
"jingo","金戈"
"jinguu (4839ms)","金谷 (4839ms)"
"jinjin","津津"
"jinki","神机"
"jinno hikari","神野光"
"jinno megumi","神野惠"
"jinroku","金六"
"jinrui wa suitai shimashita","jinrui wasuitai shimashita"
"jintsuu (kancolle)","jintsuu (kancolle)"
"jintsuu kai ni (kancolle)","jintsuu kai ni (kancolle)"
"jinx (league of legends)","厄运（英雄联盟）"
"jirachi","吉拉奇"
"jiraiya (naruto)","自来也（火影忍者）"
"jiro (ninetysix)","次郎（九十六）"
"jiroo","次郎"
"jirou (chekoro)","次郎 (chekoro)"
"jirou kyouka","镜花次郎"
"jirou tachi","太极二郎"
"jiru (jirufun)","jiru (jirufun)"
"jirusu","吉鲁苏"
"jito mesuki nitouhei","jito meuki nitouhei"
"jitome","jitome"
"jitomi monoe","单重实美"
"jittsu","柔术"
"jiu (sdesd3205)","玖 (sdesd3205)"
"jivke","吉夫克"
"jixing renou","吉星人欧"
"jiyu2","jiyu2"
"jiyuuyuu","jiyuuyuu"
"jizeru (giselebon)","jizeru (giselebon)"
"jizou","吉邹"
"jj (ssspulse)","jj (ssspulse)"
"jjanda","詹达"
"jjune","六月"
"jl tan","棕褐色"
"jmao","jmao"
"jmg","jmg"
"jnt","jnt"
"joakim sandberg","乔金·桑德伯格"
"jochuu-san","上中山"
"jockstrap","背带"
"jodhpurs","马裤"
"joestar birthmark","joestar 胎记"
"joey jones","乔伊·琼斯"
"jogging","慢跑"
"johan (johan13)","约翰 (johan13)"
"johan andersen","约翰·安徒生"
"john (a2556349)","约翰 (a2556349)"
"john (nakoto)","约翰（nakoto）"
"john doe","约翰·多伊"
"john doe shinobu","约翰·杜忍"
"john su","约翰苏"
"john zhang","约翰·张"
"johnathan mar","约翰内森·马尔"
"johnny (from scratch)","约翰尼（从头开始）"
"johnny (guilty gear)","约翰尼（有罪装备）"
"johnny funamushi","约翰尼·弗纳穆什"
"johnny joestar","约翰尼·乔斯塔"
"johnston (kancolle)","约翰斯顿 (kancolle)"
"joints","关节"
"jojo no kimyou na bouken","jojo no kimyou na bouken"
"jojo pose","乔乔姿势"
"jojobirdz","乔乔鸟"
"jojolion","jojolion"
"joka (night gate)","joka（夜门）"
"jokanhiyou","上载海友"
"joker (card)","小丑（卡片）"
"joker (dc)","小丑（直流）"
"joko jmc","joko jmc"
"jolly roger","乔利·罗杰"
"jolteon","乔尔顿"
"joltik","约尔蒂克"
"joman","乔曼"
"jon (pixiv31559095)","乔恩 (pixiv31559095)"
"jon (st05254)","乔恩 (st05254)"
"jonasan (bad-t)","乔纳森（坏-t）"
"jonathan joestar","乔纳森·乔斯塔"
"jong tu","钟图"
"jonsun","琼顺"
"jont","接头"
"jonya","乔尼亚"
"jonylaser","强激光"
"joosi","乔西"
"jorin","约林"
"jormungand","约旦河"
"jorori","乔罗里"
"joseph joestar","约瑟夫·乔斯塔"
"joseph joestar (old)","约瑟夫·乔斯塔（旧）"
"joseph joestar (tequila)","约瑟夫·乔斯塔（龙舌兰酒）"
"joseph joestar (young)","约瑟夫·乔斯塔（年轻）"
"joseph lee","约瑟夫·李"
"joseph oda","约瑟夫·奥达"
"joshi kousei","女光星"
"joshiraku","上白"
"joshua (shisanli934)","约书亚 (shisanli934)"
"joshua bright","约书亚明亮"
"josie rizal","乔西·黎刹"
"josou seme","josou seme"
"jouga maya","朱加玛雅"
"jougasaki mika","城崎美嘉"
"jougasaki rika","城崎梨香"
"joui","朱伊"
"joukamachi no dandelion","城日町的蒲公英"
"jounouchi katsuya","城内胜也"
"jourd4n","jourd4n"
"journey to the west","西游记675"
"joutouguu mayumi","joutouguu mayumi"
"jouvru","朱夫鲁"
"jouzaburou (joe3)","jouzabrou (joe3)"
"jovejun","jovejun"
"joy (pokemon)","欢乐（口袋妖怪）"
"joy division","欢乐师"
"joy ride","欢乐骑行"
"joy-con","欢乐骗局"
"joypyonn","Joypyonn"
"joystick","操纵杆"
"jp06","JP06"
"jpc","JP"
"jpeg artifacts","jpeg 工件"
"jq","jq"
"jt dong-agyoku","jt dong-agyoku"
"jtveemo","jtveemo"
"jubei (blazblue)","巨北（blazblue）"
"judal","司法"
"judau ashta","朱道阿什塔"
"judd (splatoon)","贾德（喷射）"
"jude mathis","裘德·马蒂斯"
"judge","法官"
"judgement (helltaker)","判决（见鬼者）"
"judith (tales)","朱迪思（故事）"
"judo fuu","柔道风"
"judy hopps","朱迪·霍普斯"
"juexing (moemoe3345)","绝星 (moemoe3345)"
"jug","水壶"
"juggling","杂耍"
"juggling club","杂耍俱乐部"
"juice","果汁"
"juice box","果汁盒"
"jujutsu kaisen","柔术海战 4949"
"jujutsu tech uniform","柔术技术服"
"juke","巨无霸"
"juli (street fighter)","juli (街头霸王)"
"julia (fire emblem)","朱莉娅（火徽）"
"julia (idolmaster)","朱莉娅（偶像大师）"
"julia chang","朱莉娅张"
"juliet nao zhang","朱丽叶淖张"
"juliet sleeves","朱丽叶袖"
"juliet starling","朱丽叶八哥"
"julietta juris","朱丽叶法理"
"julius caesar (fate)","凯撒大帝（命运）"
"julius pringles","朱利叶斯品客薯片"
"julius will kresnik","朱利叶斯·克雷斯尼克"
"july","188 年 7 月"
"july (darker than black)","七月（比黑色更深）"
"jum-p","跳-p"
"jump rope","跳绳"
"jumping","跳跃"
"jumpluff","跳毛绒"
"jumpsuit","连身衣"
"jumpsuit around waist","腰部连体裤"
"jumpy dumpty","跳动的矮胖子"
"jun (aousa0328)","君 (aousa0328)"
"jun (princess connect!)","君（公主连接！）"
"jun (seojh1029)","君 (seojh1029)"
"jun'you (kancolle)","君佑(kancolle)"
"juna","朱娜"
"june","193 年 6 月"
"junekun","俊坤"
"junes","六月"
"jungle","丛林"
"jungle gym","丛林健身房"
"jungon kim","金正恩"
"juni (street fighter)","朱尼（街头霸王）"
"junior27016","初中27016"
"junk","垃圾"
"junk gaming maiden","垃圾游戏少女"
"junketsu","junketsu"
"junketsu duelion","junketsu决斗"
"junko (blue archive)","junko（蓝色档案）"
"junko (touhou)","纯子（东方）"
"junkpuyo","垃圾普约"
"junkrat (overwatch)","狂鼠（守望先锋）"
"junkyard","垃圾场"
"junny","俊尼"
"junpaku karen","纯朴卡伦"
"junsuina fujunbutsu","junsuina fujunbutsu"
"junwool","纯羊毛"
"jupiter (idolmaster)","木星（偶像大师）"
"jupiter (planet)","木星（行星）"
"jupiter symbol","木星符号"
"jurakin","朱拉金"
"jurassic park","侏罗纪公园"
"jurassic world","侏罗纪世界"
"jurge","法官"
"jurrig","陪审团"
"just as planned (meme)","正如计划（模因）"
"just be friends (vocaloid)","只是朋友（vocaloid）"
"just the tip","只是小费"
"justice (helltaker)","正义（地狱猎手）"
"justice gakuen","正义学园"
"justice league","正义联盟"
"justin (grandia)","贾斯汀（格兰迪亚）"
"justin leyva (steamy tomato)","贾斯汀莱瓦（热气腾腾的番茄）"
"justine (persona 5)","贾斯汀（角色 5）"
"juu (juuzi)","juu (juuzi)"
"juuban high school uniform","十番高中校服"
"juuban middle school uniform","十番中学制服"
"juubaori mashumaro","十保织真麻吕"
"juugonichi (wheeliex2)","juugonichi (wheeliex2)"
"juugoya neko","十乡猫"
"juukishi cutie bullet","juukishi 可爱子弹 102"
"juuni kokuki","国木十二"
"juuni taisen","juuni taisen"
"juurouta","十郎塔"
"juusan kihei bouei ken","juusan kihei bouei ken"
"juusenki l-gaim","juusenki l-gaim"
"juvia lockser","juvia 储物柜"
"juzumaru tsunetsugu","juzumaru tsunetsugu"
"jynx","jynx"
"jyon","jyon"
"jyt","jyt"
"jyuru","久鲁"
"jyushimatsu's girlfriend","柔松的女朋友"
"k (anime)","k (动漫)"
"k (gear labo)","k（齿轮实验室）"
"k (sktchblg)","k (sktchblg)"
"k hiro","k 广"
"k jie","克杰"
"k jin","千斤"
"k kanehira","k 金平"
"k mugura","k 穆古拉"
"k pring","k 弹簧"
"k' (kof)","k' (kof)"
"k+","k+"
"k-on!","k-on!"
"k-on! movie","开！电影"
"k-pop","韩国流行音乐"
"k-suwabe","k-诹访部"
"k.ty (amejin)","k.ty (amejin)"
"k/da (league of legends)","k/da（英雄联盟）"
"k/da ahri","k/da ahri"
"k/da akali","k/da akali"
"k/da evelynn","k/da 伊芙琳"
"k/da kai'sa","k/da kai'sa"
"k00s","k00s"
"k0ng","康"
"k10k","k10k"
"k11 (girls' frontline)","k11（少女前线）"
"k2 (girls' frontline)","k2（女子前线）"
"k2isu","k2isu"
"k5 (girls' frontline)","k5（少女前线）"
"k52","k52"
"ka (marukogedago)","ka (marukogedago)"
"ka-class submarine","ka级潜艇"
"ka2","卡2"
"kaai yuki","开由纪"
"kaamin (mariarose753)","卡明 (mariarose753)"
"kaatsukun","kaatsukun"
"kaauchi","考奇"
"kabaji","卡巴吉"
"kaban (kemono friends)","小包 (kemono 朋友)"
"kabayaki (kabayaki eel)","kabayaki（kabayaki鳗鱼）"
"kabayaki namazu","蒲烧生津"
"kabayaki unagi","蒲烧鳗鱼"
"kabedon","卡贝顿"
"kabeu mariko","kabeu 麻里子"
"kabiinyo (kab)","卡比尼约 (kab)"
"kabocha (monkey4)","卡博查 (monkey4)"
"kabocha head","卡博查头"
"kabocha torute","kabocha torute"
"kabocha usagi","卡博查兔"
"kabu (pokemon)","卡布（口袋妖怪）"
"kaburagi kaede","歌舞伎枫"
"kaburagi t. kotetsu","卡布拉吉角光铁"
"kaburagi tomoe","kaburgi tomoe"
"kaburagi yasutaka","kaburagi yasutaka"
"kaburagi yuki","歌舞伎由纪"
"kaburamaru","镰刀丸"
"kabuto (helmet)","kabuto（头盔）"
"kabutoyama","角山"
"kachayori","卡查赖"
"kachima","卡奇马"
"kacyu","卡丘"
"kadabra","卡达布拉"
"kadan (ad1999)","卡丹 (ad1999)"
"kadeart","卡迪尔"
"kadoc zemlupus","kadoc zemlupus"
"kadoi aya","门井绫"
"kadomatsu","门松"
"kadose ara","门将阿拉"
"kadotani anzu","角谷安祖"
"kaede (blue archive)","枫（蓝色档案）"
"kaede (mmkeyy)","枫 (mmkeyy)"
"kaede (sayappa)","枫 (sayappa)"
"kaede (shijie heping)","枫（世杰和平）"
"kaede (yumesaki kaede)","枫（梦咲枫）"
"kaede johan nouvel","枫约翰·努维尔"
"kaedehara kazuha","枫原和叶"
"kaedeko (kaedelic)","kaedeko (kaedelic)"
"kaela kovalskia","凯拉·科瓦尔斯基亚"
"kaenbyou rin","颜兵林"
"kaenbyou rin (cat)","kaenbyou rin (猫)"
"kaenuco","卡努科"
"kaeranu kaeru","卡鲁努卡鲁"
"kaerre","凯尔"
"kaeru (kaerism)","kaeru (kaerism)"
"kaerunoashi","kaerunoashi"
"kaerunoko","春之子"
"kaeruyama yoshitaka","薰山义孝"
"kaetzchen","凯特琴"
"kaeya (genshin impact)","kaeya (genshin Impact)"
"kaf (kamitsubaki studio)","kaf（上椿工作室）"
"kafra uniform","卡夫拉制服"
"kafu","卡夫"
"kafun","卡芬"
"kafuu chino","卡夫奇诺"
"kafuu chino's school uniform","kafuu chino 的校服"
"kaga (azur lane)","加贺（碧蓝航线）"
"kaga (battleship) (azur lane)","加贺（战舰）（碧蓝航线）"
"kaga (everlasting killing stone) (azur lane)","kaga（永恒的杀戮石）（碧蓝航线）"
"kaga (kancolle)","加贺 (kancolle)"
"kaga (kancolle) (cosplay)","加贺 (kancolle) (cosplay)"
"kaga ai","加贺爱"
"kaga kai ni (kancolle)","加贺改你 (kancolle)"
"kaga3chi","加贺三智"
"kagachi saku","卡加奇佐久"
"kagami chihiro","镜千寻158"
"kagami hirotaka","镜广隆"
"kagami kira","镜基拉"
"kagami kuro","镜黑"
"kagami mochi","镜麻糬"
"kagami sumika","镜纯花"
"kagami taiga","镜大河"
"kagami toufu","镜豆腐"
"kagami uekusa","kagami uekusa"
"kagamihara nadeshiko","镜原抚子"
"kagamihara sakura","镜原樱花"
"kagamine len","镜音连 10131"
"kagamine len (append)","镜音连 (追加)"
"kagamine len (cosplay)","镜音连 (cosplay)"
"kagamine rin","镜音凛 15453"
"kagamine rin (append)","镜音凛（追加）"
"kagamine rin (cosplay)","镜音凛 (cosplay)"
"kagamine rin (roshin yuukai/hard rkmix)","镜音铃 (roshin yuukai/hard rkmix)"
"kagaminomachi no kaguya","镜之町的辉夜"
"kagano ai","鹿野爱"
"kagari (rewrite)","kagari（重写）"
"kagari atsuko","kagari atsuko"
"kagari ayaka","卡加里绫香"
"kagari liroi","kagari liroi"
"kagari6496","卡加里6496"
"kagarimachi konatsu","kagarimachi konatsu"
"kagawa ichigo","香川一护"
"kagawa yuusaku","香川悠作"
"kagaya kuki","加贺屋久喜"
"kagaya you","加贺谷你"
"kagayaki homare","香烧本丸"
"kage houshi","影后士"
"kage yuu","影悠"
"kagehara hanzou","影原半藏"
"kageharu","影春"
"kagehito","影人"
"kageira","影平"
"kagematsuri","影祭"
"kagemori michiru","影森道留"
"kagemusha","影武者"
"kagero (fire emblem)","影（火徽）"
"kagerou (kancolle)","影楼 (kancolle)"
"kagerou (kers)","影楼 (kers)"
"kagerou (shadowmage)","影郎（影法师）"
"kagerou days (vocaloid)","影楼天 (vocaloid)"
"kagerou kai ni (kancolle)","kagerou kai ni (kancolle)"
"kagerou project","影楼项目"
"kagesaki yuna","影崎由奈"
"kageshio (276006)","影潮 (276006)"
"kagetsu tooya","花月大屋"
"kageyama shien","影山诗园"
"kageyama shigeo","影山茂夫"
"kageyama tobio","影山飞雄"
"kageyama torako","影山虎子"
"kagiana","卡吉亚娜"
"kaginoni","卡吉诺尼"
"kagiyama (clave)","kagiyama (clave)"
"kagiyama hina","剑山雏"
"kago no tori","加护之托里"
"kagome (traumatize)","戈薇（创伤）"
"kagome misaki","戈薇美咲"
"kagto (alterna)","kagto (alterna)"
"kagune (tokyo ghoul)","kagune (东京食尸鬼)"
"kagura (azumanga daioh)","神乐 (azumanga daioh)"
"kagura (gintama)","神乐 (银魂)"
"kagura chitose","神乐千岁"
"kagura gumi","神乐龟尾"
"kagura hikari","神乐光"
"kagura mea","神乐mea"
"kagura mizuki","神乐水树"
"kagura mutsuki","神乐睦月"
"kagura nana","神乐奈奈"
"kagura rei","神乐丽"
"kagura suzu","神乐铃"
"kagura suzu (.live)","神乐铃 (.live)"
"kagura tohru","神乐透"
"kagura yuuki","神乐结城"
"kagurazaka asuna","神乐坂明日奈"
"kaguura (kagu)","神乐 (kagu)"
"kaguya luna","辉夜月神"
"kaguya madoka","辉夜圆"
"kaguya-sama wa kokurasetai ~tensai-tachi no renai zunousen~","辉夜大人 wa kokurasetai ~tensai-tachi no renai zunosen~"
"kaguyuzu","kaguyuzu"
"kahadu (kawazu)","卡哈杜（河津）"
"kahili (pokemon)","卡希里语（宠物小精灵）"
"kahlua (artist)","卡鲁瓦（艺术家）"
"kaho (sister princess)","嘉穗（公主妹妹）"
"kaho okashii","冈石嘉穗"
"kai (akamekogeme)","kai (akamekogeme)"
"kai (link2262)","凯 (link2262)"
"kai yuuki","改由纪"
"kai'sa","佳兆业"
"kai-ri-sei million arthur","kai-ri-sei 百万亚瑟"
"kaiba seto","海马濑户"
"kaiboukan no. 4 (kancolle)","航海馆号4 (坎科尔)"
"kaibutsu oujo","海佛王城"
"kaida michi","开田道"
"kaidou j1","凯豆j1"
"kaidou minami","街道南487"
"kaieda hiroshi","海江田宏"
"kaifuku jutsushi no yarinaoshi ~sokushi mahou to skill copy no chouetsu heal~","kaifuku jutsushi no yarinaoshi ~sokushi mahou to Skill Copy no chouetsu Heal~"
"kaiga","凯加"
"kaigen 1025","改善 1025"
"kaii shoukougun","楷书军"
"kaiji","开吉"
"kaijumilk (milkchaotea)","kaijumilk (milkchaotea)"
"kaijuu","怪兽"
"kaiki deishuu","开基德舒"
"kaiko","海子"
"kaiman garupan","开曼嘎鲁班"
"kaimuari","凯穆阿里"
"kaine (nier)","凯恩（尼尔）"
"kaine (nier) (cosplay)","凯恩（尼尔）（角色扮演）"
"kainkout","变态"
"kaiou michiru","海王道留"
"kairaku historie","偕乐历史"
"kairakuen umenoka","偕乐园梅冈"
"kairi (kingdom hearts)","凯里（王国之心）"
"kairos+","凯罗斯+"
"kairunoburogu","kairunoburogu"
"kaisen chuui","开森垂衣"
"kaisenpurin","凯森普林"
"kaishaku","开释"
"kaita (mokamilkcup)","凯塔 (mokamilkcup)"
"kaiten muten-maru","kaiten muten-maru"
"kaito (kaixm)","kaito (kaixm)"
"kaito (vocaloid)","kaito (vocaloid)"
"kaito (vocaloid3)","kaito (vocaloid3)"
"kaitou jeanne","怪盗珍妮"
"kaitou kid","开头小子"
"kaitou saint tail","开头圣尾"
"kaitou tenshi twin angel","怪盗天师双子天使"
"kaiware-san","kaiware-san"
"kaiza (rider000)","kaiza (rider000)"
"kaizeru","龟甲虫"
"kaizoku sentai gokaiger","海贼战队gokaiger"
"kaizuka inaho","贝冢稻穗"
"kajaneko","卡加内科"
"kaji ryouji","梶良司"
"kajiki yumi","梶木由美"
"kajimakoto","鹿岛琴"
"kajin (kajinman)","kajin (kajinman)"
"kajino (aosansai)","kajino (aosansai)"
"kakage","卡影"
"kakao (chocolate land)","kakao（巧克力乐园）"
"kakao (noise-111)","kakao (noise-111)"
"kakao rantan","卡考兰坦"
"kakaobataa","卡考巴塔"
"kakaon","卡考恩"
"kakegurui","挂古瑞"
"kakesu","卡克苏"
"kakifly","柿子蝇"
"kakiha makoto","柿叶诚"
"kakiko210","柿子210"
"kakiman","柿子"
"kakimoto nao","柿本直"
"kakine teitoku","柿根帝德"
"kakinoki mikan (kari)","柿木蜜柑 (kari)"
"kakitama","柿子"
"kakizaki (chou neji)","柿崎 (cho neji)"
"kakizaki megu","柿崎megu"
"kakizome","柿子"
"kako (kancolle)","kako (kancolle)"
"kako kai ni (kancolle)","kako kai ni (kancolle)"
"kakogawa tarou","加古川太郎"
"kakone","箱根"
"kaku seiga","角星河"
"kakuchoshi","角町"
"kakudai (hujikolp)","角台 (hujikolp)"
"kakumayu","角马汤"
"kakumeiki valvrave","角明机阀门"
"kakuna","卡库纳"
"kakuno","角野"
"kakura kurumi","99 仓久留美"
"kakure eria","kakure eria"
"kakuzatou (koruneriusu)","kakuzatou (koruneriusu)"
"kakuzu (naruto)","kakuzu (火影忍者)"
"kakyoin noriaki","花京院纪明"
"kakyouin chieri","花京院千里"
"kakyuusei","觉星"
"kakyuusei 2","角球星 2"
"kal'tsit (arknights)","kal'tsit（方舟之夜）"
"kalashnikov rifle","卡拉什尼科夫步枪"
